Name,Year,Population,Male in STEM,Female in STEM,Employment Count,Employment Rate,Income per Capita,County,State,Total in STEM,STEM Rate
"Livingston County, Michigan",2011,181722.0,4951.0,1147.0,88776.0,48.85264304817248,29462.0,Livingston County, Michigan,6098.0,3.3556751521554897
"Macomb County, Michigan",2011,842145.0,16932.0,5284.0,376274.0,44.68042914224985,25092.0,Macomb County, Michigan,22216.0,2.638025518170861
"Marquette County, Michigan",2011,67694.0,643.0,170.0,29424.0,43.466186072620914,21669.0,Marquette County, Michigan,813.0,1.2009927024551659
"Midland County, Michigan",2011,84063.0,2815.0,614.0,36331.0,43.218776393895055,28152.0,Midland County, Michigan,3429.0,4.079083544484494
"Monroe County, Michigan",2011,151560.0,2248.0,811.0,66758.0,44.04724201636316,24527.0,Monroe County, Michigan,3059.0,2.0183425705991027
"Muskegon County, Michigan",2011,171302.0,2554.0,500.0,65229.0,38.07836452580822,19778.0,Muskegon County, Michigan,3054.0,1.782816312710885
"Oakland County, Michigan",2011,1210145.0,42387.0,10699.0,571776.0,47.24855285936809,34831.0,Oakland County, Michigan,53086.0,4.386747042709758
"Ottawa County, Michigan",2011,266300.0,4273.0,1304.0,125985.0,47.30942546000751,23253.0,Ottawa County, Michigan,5577.0,2.0942546000751032
"Saginaw County, Michigan",2011,199088.0,1369.0,705.0,80414.0,40.39118379811942,21045.0,Saginaw County, Michigan,2074.0,1.0417503817407379
"St. Clair County, Michigan",2011,161642.0,1730.0,301.0,67751.0,41.914230212444785,22816.0,St. Clair County, Michigan,2031.0,1.2564803702008143
"Shiawassee County, Michigan",2011,69841.0,812.0,181.0,29148.0,41.734797611718044,25050.0,Shiawassee County, Michigan,993.0,1.4218009478672986
"Van Buren County, Michigan",2011,76131.0,1160.0,320.0,32215.0,42.315219818470794,19692.0,Van Buren County, Michigan,1480.0,1.9440175486989533
"Washtenaw County, Michigan",2011,347962.0,12843.0,4913.0,167922.0,48.25871790597824,32228.0,Washtenaw County, Michigan,17756.0,5.102856058994948
"Wayne County, Michigan",2011,1802096.0,23108.0,7253.0,666607.0,36.99064866688567,21034.0,Wayne County, Michigan,30361.0,1.6847604123198765
"Anoka County, Minnesota",2011,333140.0,8698.0,3250.0,172727.0,51.84817193972504,28146.0,Anoka County, Minnesota,11948.0,3.5864801584919253
"Carver County, Minnesota",2011,92638.0,3532.0,968.0,49809.0,53.76735249033874,36868.0,Carver County, Minnesota,4500.0,4.857617824219003
"Dakota County, Minnesota",2011,402006.0,13269.0,4265.0,216515.0,53.858648875887425,32935.0,Dakota County, Minnesota,17534.0,4.361626443386417
"Hennepin County, Minnesota",2011,1168431.0,37468.0,14142.0,616573.0,52.76931200901037,35759.0,Hennepin County, Minnesota,51610.0,4.417034467589442
"Olmsted County, Minnesota",2011,145769.0,5615.0,1888.0,80181.0,55.00552243618328,33751.0,Olmsted County, Minnesota,7503.0,5.147184929580363
"Ramsey County, Minnesota",2011,514696.0,12442.0,6755.0,255405.0,49.622495609058554,28252.0,Ramsey County, Minnesota,19197.0,3.7297744688126584
"St. Louis County, Minnesota",2011,200255.0,2900.0,582.0,93289.0,46.58510399240968,24458.0,St. Louis County, Minnesota,3482.0,1.7387830516091982
"Scott County, Minnesota",2011,132556.0,4105.0,1668.0,71467.0,53.914571954494704,33604.0,Scott County, Minnesota,5773.0,4.355140468933884
"Sherburne County, Minnesota",2011,89319.0,1310.0,455.0,44609.0,49.94346107771023,26733.0,Sherburne County, Minnesota,1765.0,1.9760633235929648
"Stearns County, Minnesota",2011,151343.0,1987.0,414.0,79478.0,52.51514771082904,24836.0,Stearns County, Minnesota,2401.0,1.5864625387365123
"Washington County, Minnesota",2011,241280.0,7611.0,2379.0,125081.0,51.840600132625994,34407.0,Washington County, Minnesota,9990.0,4.140417771883289
"Wright County, Minnesota",2011,126437.0,2225.0,519.0,63594.0,50.2969858506608,28354.0,Wright County, Minnesota,2744.0,2.170250796839533
"DeSoto County, Mississippi",2011,164053.0,2018.0,849.0,76775.0,46.79890035537296,23268.0,DeSoto County, Mississippi,2867.0,1.747605956611583
"Forrest County, Mississippi",2011,75842.0,815.0,317.0,34689.0,45.7385090055642,20005.0,Forrest County, Mississippi,1132.0,1.4925766725561034
"Harrison County, Mississippi",2011,191040.0,2305.0,440.0,83694.0,43.80967336683417,21001.0,Harrison County, Mississippi,2745.0,1.4368718592964824
"Hinds County, Mississippi",2011,248184.0,3263.0,1123.0,105067.0,42.33431647487348,18597.0,Hinds County, Mississippi,4386.0,1.7672372111014407
"Jackson County, Mississippi",2011,139901.0,1615.0,560.0,58737.0,41.984689173058094,24333.0,Jackson County, Mississippi,2175.0,1.5546708029249254
"Jones County, Mississippi",2011,68075.0,,,27099.0,39.807565185457214,20542.0,Jones County, Mississippi,,
"Lauderdale County, Mississippi",2011,80475.0,601.0,424.0,32408.0,40.270891581236405,20361.0,Lauderdale County, Mississippi,1025.0,1.2736874805840324
"Lee County, Mississippi",2011,84156.0,641.0,186.0,37674.0,44.76686154284899,20010.0,Lee County, Mississippi,827.0,0.9826987974713627
"Madison County, Mississippi",2011,96941.0,1332.0,484.0,45176.0,46.60154114358218,29071.0,Madison County, Mississippi,1816.0,1.8733043810152568
"Rankin County, Mississippi",2011,143702.0,3554.0,581.0,68476.0,47.65138968142406,27218.0,Rankin County, Mississippi,4135.0,2.877482568092302
"Boone County, Missouri",2011,165627.0,3908.0,1084.0,87811.0,53.01732205497896,25523.0,Boone County, Missouri,4992.0,3.014001340361173
"Buchanan County, Missouri",2011,89666.0,285.0,186.0,42412.0,47.299979925501304,19850.0,Buchanan County, Missouri,471.0,0.5252827158566235
"Cape Girardeau County, Missouri",2011,76632.0,664.0,130.0,35923.0,46.877283641298675,21928.0,Cape Girardeau County, Missouri,794.0,1.0361206806556007
"Cass County, Missouri",2011,100052.0,1623.0,565.0,46861.0,46.836644944628794,25799.0,Cass County, Missouri,2188.0,2.1868628313277094
"Christian County, Missouri",2011,78570.0,1305.0,381.0,37295.0,47.46722667684867,22973.0,Christian County, Missouri,1686.0,2.1458571974035894
"Clay County, Missouri",2011,225161.0,5422.0,2528.0,115345.0,51.22778811605917,29574.0,Clay County, Missouri,7950.0,3.5308068448798857
"Cole County, Missouri",2011,76448.0,1939.0,867.0,35671.0,46.66047509418166,25276.0,Cole County, Missouri,2806.0,3.670468815403935
"Franklin County, Missouri",2011,101938.0,1228.0,300.0,47001.0,46.10743785438208,23956.0,Franklin County, Missouri,1528.0,1.4989503423649668
"Greene County, Missouri",2011,277214.0,3648.0,1476.0,131807.0,47.54702143470387,23211.0,Greene County, Missouri,5124.0,1.8483914953790215
"Jackson County, Missouri",2011,676360.0,10452.0,4447.0,313939.0,46.41596191377373,24350.0,Jackson County, Missouri,14899.0,2.20282098290851
"Jasper County, Missouri",2011,118435.0,1787.0,522.0,54156.0,45.72634778570524,21433.0,Jasper County, Missouri,2309.0,1.9495926035378055
"Jefferson County, Missouri",2011,219480.0,3434.0,1451.0,104646.0,47.679059595407324,23743.0,Jefferson County, Missouri,4885.0,2.225715327136869
"Platte County, Missouri",2011,90903.0,2091.0,645.0,47537.0,52.29420371164868,34198.0,Platte County, Missouri,2736.0,3.0098016567109998
"St. Charles County, Missouri",2011,365151.0,11451.0,2958.0,189596.0,51.92262926843963,30759.0,St. Charles County, Missouri,14409.0,3.946038762046386
"St. Francois County, Missouri",2011,65578.0,394.0,97.0,24364.0,37.152703650614534,17887.0,St. Francois County, Missouri,491.0,0.7487267071273903
"St. Louis County, Missouri",2011,998692.0,22640.0,7857.0,480582.0,48.12114245433026,33629.0,St. Louis County, Missouri,30497.0,3.0536942320555283
"St. Louis city, Missouri",2011,318069.0,5380.0,1401.0,139972.0,44.00680355520343,21180.0,St. Louis city, Missouri,6781.0,2.1319273490972086
"Cascade County, Montana",2011,81837.0,412.0,469.0,36360.0,44.42978115033542,22472.0,Cascade County, Montana,881.0,1.0765301758373351
"Flathead County, Montana",2011,91301.0,914.0,318.0,44191.0,48.40144138618416,24645.0,Flathead County, Montana,1232.0,1.349382810703059
"Gallatin County, Montana",2011,91377.0,2034.0,1223.0,49056.0,53.68528185429594,27098.0,Gallatin County, Montana,3257.0,3.5643542685796206
"Missoula County, Montana",2011,110138.0,1600.0,514.0,57177.0,51.91396248342988,23917.0,Missoula County, Montana,2114.0,1.9194101944832846
"Yellowstone County, Montana",2011,150069.0,2486.0,664.0,76329.0,50.862603202526834,25956.0,Yellowstone County, Montana,3150.0,2.0990344441556883
"Douglas County, Nebraska",2011,524861.0,11456.0,4646.0,267190.0,50.90681151771612,28704.0,Douglas County, Nebraska,16102.0,3.0678598714707324
"Lancaster County, Nebraska",2011,289800.0,6516.0,2727.0,155900.0,53.795721187025535,26244.0,Lancaster County, Nebraska,9243.0,3.1894409937888195
"Sarpy County, Nebraska",2011,162561.0,4166.0,816.0,82408.0,50.69358579241023,28056.0,Sarpy County, Nebraska,4982.0,3.064695714224199
"Clark County, Nevada",2011,1969975.0,17314.0,5355.0,869376.0,44.13132146347035,24405.0,Clark County, Nevada,22669.0,1.150725263010952
"Washoe County, Nevada",2011,425710.0,5388.0,1885.0,200977.0,47.209837682929695,27480.0,Washoe County, Nevada,7273.0,1.7084400178525287
"Cheshire County, New Hampshire",2011,76918.0,2138.0,573.0,38662.0,50.263917418549624,27585.0,Cheshire County, New Hampshire,2711.0,3.524532619152864
"Grafton County, New Hampshire",2011,88923.0,2153.0,1053.0,42487.0,47.779539601677854,28898.0,Grafton County, New Hampshire,3206.0,3.605366440628409
"Hillsborough County, New Hampshire",2011,401696.0,15119.0,3334.0,210601.0,52.427955468812236,32736.0,Hillsborough County, New Hampshire,18453.0,4.593772405002788
"Merrimack County, New Hampshire",2011,146579.0,2933.0,1012.0,75885.0,51.770717497049375,30540.0,Merrimack County, New Hampshire,3945.0,2.691381439360345
"Rockingham County, New Hampshire",2011,296207.0,8865.0,2760.0,163630.0,55.2417734894854,37740.0,Rockingham County, New Hampshire,11625.0,3.9246202824376195
"Strafford County, New Hampshire",2011,123857.0,4077.0,865.0,64013.0,51.68298925373616,29307.0,Strafford County, New Hampshire,4942.0,3.9900853403521808
"Camden County, New Jersey",2011,513241.0,9495.0,3183.0,233700.0,45.53416426201336,28673.0,Camden County, New Jersey,12678.0,2.4701845721600573
"Atlantic County, New Jersey",2011,274338.0,1924.0,896.0,124103.0,45.237262063585796,25875.0,Atlantic County, New Jersey,2820.0,1.0279290510246484
"Bergen County, New Jersey",2011,911004.0,19872.0,6876.0,445855.0,48.941058436625966,41620.0,Bergen County, New Jersey,26748.0,2.9361012684905883
"Burlington County, New Jersey",2011,449576.0,9969.0,3463.0,220876.0,49.1298467889745,34911.0,Burlington County, New Jersey,13432.0,2.9877039699628094
"Cape May County, New Jersey",2011,96601.0,1165.0,117.0,43019.0,44.532665293319944,30653.0,Cape May County, New Jersey,1282.0,1.3271084150267596
"Cumberland County, New Jersey",2011,157095.0,1086.0,597.0,64122.0,40.8173398262198,22104.0,Cumberland County, New Jersey,1683.0,1.071326267545116
"Essex County, New Jersey",2011,785137.0,11070.0,5005.0,342078.0,43.569211487931405,30452.0,Essex County, New Jersey,16075.0,2.0474133813589224
"Gloucester County, New Jersey",2011,289104.0,5500.0,2049.0,139207.0,48.15118434888483,31761.0,Gloucester County, New Jersey,7549.0,2.6111710664674304
"Hudson County, New Jersey",2011,641224.0,18587.0,6851.0,322682.0,50.32282010654623,30614.0,Hudson County, New Jersey,25438.0,3.9671004204458975
"Hunterdon County, New Jersey",2011,128038.0,4193.0,1336.0,65753.0,51.354285446508065,44831.0,Hunterdon County, New Jersey,5529.0,4.318249269748044
"Mercer County, New Jersey",2011,367063.0,8361.0,5084.0,175844.0,47.90567286814525,36602.0,Mercer County, New Jersey,13445.0,3.66285896426499
"Middlesex County, New Jersey",2011,814217.0,30990.0,11724.0,395279.0,48.54713178427864,32578.0,Middlesex County, New Jersey,42714.0,5.246021637966292
"Monmouth County, New Jersey",2011,631020.0,14862.0,4466.0,301694.0,47.810528984818234,40488.0,Monmouth County, New Jersey,19328.0,3.062977401667142
"Morris County, New Jersey",2011,494976.0,18254.0,5026.0,248217.0,50.147279868114815,44593.0,Morris County, New Jersey,23280.0,4.703258339798293
"Ocean County, New Jersey",2011,579369.0,5795.0,1965.0,234410.0,40.45953442452047,28798.0,Ocean County, New Jersey,7760.0,1.339388196468917
"Passaic County, New Jersey",2011,502007.0,8182.0,3212.0,218572.0,43.53963191748322,25039.0,Passaic County, New Jersey,11394.0,2.2696894664815432
"Salem County, New Jersey",2011,65902.0,811.0,374.0,28518.0,43.27334527024976,26808.0,Salem County, New Jersey,1185.0,1.798124487875937
"Somerset County, New Jersey",2011,324893.0,14467.0,5526.0,163504.0,50.32549177729283,46041.0,Somerset County, New Jersey,19993.0,6.1537183011022085
"Sussex County, New Jersey",2011,148517.0,3406.0,556.0,74636.0,50.254179656200975,36454.0,Sussex County, New Jersey,3962.0,2.667708073823199
"Union County, New Jersey",2011,539494.0,8946.0,2256.0,257648.0,47.75734299176636,33213.0,Union County, New Jersey,11202.0,2.076390098870423
"Warren County, New Jersey",2011,108339.0,2169.0,522.0,52796.0,48.73222016079159,32280.0,Warren County, New Jersey,2691.0,2.4838700744884115
"Bernalillo County, New Mexico",2011,670968.0,16559.0,5659.0,301787.0,44.9778528931335,25436.0,Bernalillo County, New Mexico,22218.0,3.3113352648710523
"Chaves County, New Mexico",2011,65890.0,372.0,270.0,27616.0,41.91227803915617,19471.0,Chaves County, New Mexico,642.0,0.9743511913795719
"Do?a Ana County, New Mexico",2011,213598.0,3435.0,1316.0,85352.0,39.95917564771206,19119.0,Do?a Ana County, New Mexico,4751.0,2.2242717628442215
"Lea County, New Mexico",2011,65423.0,,,27160.0,41.51445210400012,19818.0,Lea County, New Mexico,,
"McKinley County, New Mexico",2011,73664.0,249.0,163.0,22242.0,30.193853171155517,11814.0,McKinley County, New Mexico,412.0,0.5592962641181581
"Otero County, New Mexico",2011,65703.0,,,22990.0,34.99079189686925,20144.0,Otero County, New Mexico,,
"Sandoval County, New Mexico",2011,134259.0,3399.0,1355.0,55643.0,41.44452141011031,25208.0,Sandoval County, New Mexico,4754.0,3.5409171824607664
"San Juan County, New Mexico",2011,128200.0,1719.0,401.0,52826.0,41.205928237129484,20858.0,San Juan County, New Mexico,2120.0,1.6536661466458658
"Santa Fe County, New Mexico",2011,145648.0,4703.0,1641.0,72772.0,49.96429748434582,31428.0,Santa Fe County, New Mexico,6344.0,4.355706909809952
"Valencia County, New Mexico",2011,77070.0,729.0,268.0,27520.0,35.70779810561827,19329.0,Valencia County, New Mexico,997.0,1.2936291682885688
"Albany County, New York",2011,303565.0,8078.0,3446.0,153163.0,50.45476257144269,30154.0,Albany County, New York,11524.0,3.7962215670449497
"Bronx County, New York",2011,1392002.0,6933.0,2321.0,534369.0,38.388522430283864,16879.0,Bronx County, New York,9254.0,0.6647978954053226
"Broome County, New York",2011,199031.0,3899.0,1557.0,86610.0,43.5158342167803,23667.0,Broome County, New York,5456.0,2.741281508910672
"Cattaraugus County, New York",2011,79832.0,661.0,201.0,34089.0,42.70092193606574,20950.0,Cattaraugus County, New York,862.0,1.079767511774727
"Cayuga County, New York",2011,79738.0,747.0,333.0,37239.0,46.70169806115027,24139.0,Cayuga County, New York,1080.0,1.3544357771702324
"Chautauqua County, New York",2011,134368.0,1450.0,284.0,58751.0,43.723952131459875,20693.0,Chautauqua County, New York,1734.0,1.290485829959514
"Chemung County, New York",2011,88840.0,1357.0,456.0,39417.0,44.36852769022963,26467.0,Chemung County, New York,1813.0,2.040747411076092
"Clinton County, New York",2011,81945.0,1091.0,230.0,36961.0,45.10464335835011,24050.0,Clinton County, New York,1321.0,1.6120568674110687
"Dutchess County, New York",2011,297999.0,5669.0,2164.0,139573.0,46.83673435145756,31667.0,Dutchess County, New York,7833.0,2.628532310511109
"Erie County, New York",2011,918028.0,14232.0,3431.0,426438.0,46.45152435437699,26817.0,Erie County, New York,17663.0,1.9240153895088166
"Jefferson County, New York",2011,117910.0,1026.0,498.0,43018.0,36.48375879908405,21908.0,Jefferson County, New York,1524.0,1.2925112373844458
"Kings County, New York",2011,2532645.0,31984.0,13003.0,1092754.0,43.14674974187065,23577.0,Kings County, New York,44987.0,1.7762852669837264
"Livingston County, New York",2011,65070.0,774.0,523.0,30995.0,47.63331796526817,22218.0,Livingston County, New York,1297.0,1.9932380513293375
"Madison County, New York",2011,73365.0,1381.0,577.0,32115.0,43.77427928848906,24653.0,Madison County, New York,1958.0,2.6688475431063856
"Monroe County, New York",2011,745625.0,18674.0,5577.0,349639.0,46.892070410729254,27165.0,Monroe County, New York,24251.0,3.25243922883487
"Nassau County, New York",2011,1344436.0,19386.0,7356.0,643726.0,47.880747019568055,40351.0,Nassau County, New York,26742.0,1.9890868736035037
"New York County, New York",2011,1601948.0,27349.0,19532.0,844764.0,52.733546906641166,59398.0,New York County, New York,46881.0,2.92649948687473
"Niagara County, New York",2011,216011.0,2682.0,951.0,101075.0,46.79159857599844,24856.0,Niagara County, New York,3633.0,1.6818587942280718
"Oneida County, New York",2011,234287.0,2864.0,827.0,104450.0,44.58207241545626,24872.0,Oneida County, New York,3691.0,1.5754181836806995
"Onondaga County, New York",2011,466960.0,8901.0,2954.0,214985.0,46.039275312660614,27216.0,Onondaga County, New York,11855.0,2.538761350008566
"Ontario County, New York",2011,108525.0,1836.0,114.0,52154.0,48.05712969361898,28536.0,Ontario County, New York,1950.0,1.796821008984105
"Orange County, New York",2011,374872.0,5279.0,2079.0,169154.0,45.12313536353742,29089.0,Orange County, New York,7358.0,1.9628033035276042
"Oswego County, New York",2011,122228.0,895.0,883.0,51392.0,42.04601237032431,21161.0,Oswego County, New York,1778.0,1.4546585070523939
"Putnam County, New York",2011,99933.0,1482.0,411.0,50801.0,50.8350594898582,39611.0,Putnam County, New York,1893.0,1.8942691603374262
"Queens County, New York",2011,2247848.0,28235.0,11712.0,1056776.0,47.01278734149284,25088.0,Queens County, New York,39947.0,1.7771219406294374
"Rensselaer County, New York",2011,159395.0,3251.0,1184.0,79840.0,50.08940054581386,28615.0,Rensselaer County, New York,4435.0,2.7823959346278113
"Richmond County, New York",2011,470467.0,6671.0,2594.0,205619.0,43.7052970771595,30274.0,Richmond County, New York,9265.0,1.9693198460253323
"Rockland County, New York",2011,315158.0,4831.0,2336.0,142671.0,45.269674258625834,33209.0,Rockland County, New York,7167.0,2.2740974368412035
"St. Lawrence County, New York",2011,111690.0,692.0,362.0,45746.0,40.95800877428597,21169.0,St. Lawrence County, New York,1054.0,0.9436834094368342
"Saratoga County, New York",2011,220882.0,7924.0,981.0,111869.0,50.64649903568421,33413.0,Saratoga County, New York,8905.0,4.031564364683406
